[2026-01-20 22:00:51.520] [combined] [warning] This is a warning message.
[2026-01-20 22:00:51.520] [combined] [error] This is an error message.
[2026-01-20 22:00:52.931] [combined] [error] [localization.cpp:45] Failed to open font JSON file: localization/fonts.json
[2026-01-20 22:00:52.931] [combined] [error] [localization.cpp:45] Failed to open font JSON file: localization/fonts.json
[2026-01-20 22:00:53.372] [combined] [warning] [general] [dsl.strict.text] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:689:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.372] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:747:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.372] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:747:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.372] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:747:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.372] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:747:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.372] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:747:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.373] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:781:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.373] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:793:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.373] [combined] [warning] [general] [dsl.strict.spritePanel] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:1119:
  WARNING: unknown field 'config' 
[2026-01-20 22:00:55.323] [combined] [warning] [box.cpp:1881] GetGroup called with invalid entity
[2026-01-20 22:01:02.945] [combined] [warning] [box.cpp:1881] GetGroup called with invalid entity
[2026-01-20 22:01:08.253] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:08.253] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:08.253] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:08.253] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:08.253] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:08.360] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:08.360] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:08.360] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:08.360] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:08.360] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:08.468] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:08.468] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:08.468] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:08.468] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:08.468] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:08.554] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:08.554] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:08.554] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:08.554] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:08.554] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:08.662] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:08.662] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:08.662] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:08.662] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:08.662] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:08.771] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:08.771] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:08.771] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:08.771] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:08.771] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:08.854] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:08.854] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:08.854] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:08.854] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:08.854] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:08.959] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:08.959] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:08.959] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:08.959] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:08.959] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:09.064] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:09.064] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:09.064] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:09.064] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:09.064] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:09.173] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:09.173] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:09.173] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:09.173] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:09.173] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:09.257] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:09.257] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:09.257] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:09.257] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:09.257] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:09.366] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:09.366] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:09.366] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:09.366] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:09.366] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:09.451] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:09.451] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:09.451] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:09.451] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:09.451] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:09.559] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:09.559] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:09.559] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:09.559] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:09.559] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:09.663] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:09.663] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:09.663] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:09.663] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:09.663] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:09.771] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:09.771] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:09.771] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:09.771] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:09.771] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:09.867] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:09.867] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:09.867] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:09.867] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:09.867] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:09.951] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:09.951] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:09.951] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:09.951] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:09.951] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:10.055] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:10.055] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:10.055] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:10.055] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:10.055] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:10.159] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:10.159] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:10.159] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:10.159] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:10.159] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:10.264] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:10.264] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:10.264] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:10.264] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:10.264] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:10.368] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:10.368] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:10.368] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:10.368] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:10.368] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:10.451] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:10.451] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:10.451] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:10.451] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:10.451] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:10.555] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:10.555] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:10.555] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:10.555] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:10.555] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:10.659] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:10.659] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:10.659] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:10.659] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:10.659] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:10.764] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:10.764] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:10.764] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:10.764] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:10.764] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:10.867] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:10.867] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:10.867] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:10.867] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:10.867] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:10.951] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:10.951] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:10.951] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:10.951] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:10.951] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:11.055] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:11.055] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:11.055] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:11.055] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:11.055] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:11.159] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:11.159] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:11.159] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:11.159] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:11.159] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:11.263] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:11.263] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:11.263] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:11.263] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:11.263] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:11.368] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:11.368] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:11.368] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:11.368] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:11.368] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:11.450] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:11.450] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:11.450] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:11.450] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:11.450] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:11.555] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:11.555] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:11.555] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:11.555] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:11.555] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:11.663] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:11.663] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:11.663] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:11.663] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:11.663] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:11.767] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:11.767] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:11.767] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:11.767] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:11.767] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:11.849] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:11.849] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:11.849] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:11.849] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:11.849] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:11.955] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:11.955] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:11.955] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:11.955] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:11.955] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:12.060] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:12.060] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:12.060] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:12.060] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:12.060] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:12.165] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:12.165] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:12.165] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:12.165] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:12.165] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:12.250] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:12.250] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:12.250] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:12.250] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:12.250] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:12.356] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:12.356] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:12.356] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:12.356] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:12.356] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:12.463] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:12.463] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:12.463] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:12.463] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:12.463] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:12.569] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:12.569] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:12.569] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:12.569] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:12.569] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:12.654] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:12.654] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:12.654] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:12.654] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:12.654] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:12.765] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:12.765] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:12.765] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:12.765] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:12.765] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:12.849] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:12.849] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:12.849] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:12.849] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:12.849] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:12.957] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:12.957] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:12.957] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:12.957] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:12.957] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
